,Clay_Up,Silt_Up,Sand_Up,Clay_Down,Silt_Down,Sand_Down,OC_Up,OC_Down,BD_Up,BD_Down,AWC_Up,AWC_Down,K_Up,K_Down,PCP_WW,PCP_SM,IRR_SM,PCP_RY,TMP_AV,TMP_MX,TMP_MN
0,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,109.2,345.9,31,419.7,7.42263779527559,13.1968503937008,1.64842519685039
1,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,82.7,798.4,31,888.7,7.83681102362205,13.6169291338583,2.05669291338583
2,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,164.7,751.3,31,887.7,7.9065905511811,13.6700157480315,2.14316535433071
3,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,37.0,628.1,31,682.3,7.95531764705882,13.8387333333333,2.07190196078431
4,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,128.3,337.8,31,522.4,7.85551181102362,13.3185039370079,2.39251968503937
5,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,210.4,304.8,41,468.1,8.31870078740158,13.5562992125984,3.08110236220472
6,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,109.0,343.9,31,461.5,8.63503937007874,14.2165354330709,3.05354330708661
7,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,62.7,328.7,31,419.4,7.93960784313725,13.5733333333333,2.30588235294118
8,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,78.7,273.3,41,376.5,8.03740157480315,13.2972440944882,2.77755905511811
9,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,171.4,313.4,41,511.3,9.60413385826772,15.2263779527559,3.98188976377953
10,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,149.5,320.8,31,521.8,7.56870078740158,12.3984251968504,2.73897637795275
11,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,193.7,616.8,31,740.0,8.95559215686274,14.5289607843137,3.38222352941176
12,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,129.1,264.8,41,380.5,8.06791338582677,13.4251968503937,2.71062992125984
13,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,91.8,233.1,41,336.1,8.63318503937008,14.1205984251968,3.14577952755906
14,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,133.7,420.9,31,604.7,9.91791338582677,15.1334645669291,4.70236220472441
15,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,160.1,400.5,31,525.5,9.34607843137255,14.0905882352941,4.60156862745098
16,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,152.3,211.2,41,385.6,10.0600118110236,15.3490354330709,4.77098818897638
17,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,157.3,443.9,31,612.8,7.64074803149606,12.2062992125984,3.0751968503937
18,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,80.0,474.8,31,559.9,7.8494094488189,14.1177165354331,1.58110236220472
19,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,94.8,646.2,31,784.8,7.65379215686275,13.6136470588235,1.69393333333333
20,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,109.2,345.9,31,419.7,7.42263779527559,13.1968503937008,1.64842519685039
21,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,82.7,798.4,31,888.7,7.83681102362205,13.6169291338583,2.05669291338583
22,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,164.7,751.3,31,887.7,7.9065905511811,13.6700157480315,2.14316535433071
23,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,37.0,628.1,31,682.3,7.95531764705882,13.8387333333333,2.07190196078431
24,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,128.3,337.8,31,522.4,7.85551181102362,13.3185039370079,2.39251968503937
25,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,210.4,304.8,41,468.1,8.31870078740158,13.5562992125984,3.08110236220472
26,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,109.0,343.9,31,461.5,8.63503937007874,14.2165354330709,3.05354330708661
27,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,62.7,328.7,31,419.4,7.93960784313725,13.5733333333333,2.30588235294118
28,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,78.7,273.3,41,376.5,8.03740157480315,13.2972440944882,2.77755905511811
29,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,171.4,313.4,41,511.3,9.60413385826772,15.2263779527559,3.98188976377953
30,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,149.5,320.8,31,521.8,7.56870078740158,12.3984251968504,2.73897637795275
31,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,193.7,616.8,31,740.0,8.95559215686274,14.5289607843137,3.38222352941176
32,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,129.1,264.8,41,380.5,8.06791338582677,13.4251968503937,2.71062992125984
33,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,91.8,233.1,41,336.1,8.63318503937008,14.1205984251968,3.14577952755906
34,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,133.7,420.9,31,604.7,9.91791338582677,15.1334645669291,4.70236220472441
35,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,160.1,400.5,31,525.5,9.34607843137255,14.0905882352941,4.60156862745098
36,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,152.3,211.2,41,385.6,10.0600118110236,15.3490354330709,4.77098818897638
37,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,157.3,443.9,31,612.8,7.64074803149606,12.2062992125984,3.0751968503937
38,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,80.0,474.8,31,559.9,7.8494094488189,14.1177165354331,1.58110236220472
39,20,24,57,23,21,57,0.89,0.35,1.3,1.5,0.11,0.11,24.64,15.92,94.8,646.2,31,784.8,7.65379215686275,13.6136470588235,1.69393333333333
40,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,109.2,345.9,31,419.7,7.42263779527559,13.1968503937008,1.64842519685039
41,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,82.7,798.4,31,888.7,7.83681102362205,13.6169291338583,2.05669291338583
42,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,164.7,751.3,31,887.7,7.9065905511811,13.6700157480315,2.14316535433071
43,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,37.0,628.1,31,682.3,7.95531764705882,13.8387333333333,2.07190196078431
44,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,128.3,337.8,31,522.4,7.85551181102362,13.3185039370079,2.39251968503937
45,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,210.4,304.8,41,468.1,8.31870078740158,13.5562992125984,3.08110236220472
46,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,109.0,343.9,31,461.5,8.63503937007874,14.2165354330709,3.05354330708661
47,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,62.7,328.7,31,419.4,7.93960784313725,13.5733333333333,2.30588235294118
48,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,78.7,273.3,41,376.5,8.03740157480315,13.2972440944882,2.77755905511811
49,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,171.4,313.4,41,511.3,9.60413385826772,15.2263779527559,3.98188976377953
50,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,149.5,320.8,31,521.8,7.56870078740158,12.3984251968504,2.73897637795275
51,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,193.7,616.8,31,740.0,8.95559215686274,14.5289607843137,3.38222352941176
52,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,129.1,264.8,41,380.5,8.06791338582677,13.4251968503937,2.71062992125984
53,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,91.8,233.1,41,336.1,8.63318503937008,14.1205984251968,3.14577952755906
54,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,133.7,420.9,31,604.7,9.91791338582677,15.1334645669291,4.70236220472441
55,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,160.1,400.5,31,525.5,9.34607843137255,14.0905882352941,4.60156862745098
56,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,152.3,211.2,41,385.6,10.0600118110236,15.3490354330709,4.77098818897638
57,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,157.3,443.9,31,612.8,7.64074803149606,12.2062992125984,3.0751968503937
58,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,80.0,474.8,31,559.9,7.8494094488189,14.1177165354331,1.58110236220472
59,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,94.8,646.2,31,784.8,7.65379215686275,13.6136470588235,1.69393333333333
60,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,109.2,345.9,31,419.7,7.42263779527559,13.1968503937008,1.64842519685039
61,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,82.7,798.4,31,888.7,7.83681102362205,13.6169291338583,2.05669291338583
62,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,164.7,751.3,31,887.7,7.9065905511811,13.6700157480315,2.14316535433071
63,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,37.0,628.1,31,682.3,7.95531764705882,13.8387333333333,2.07190196078431
64,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,128.3,337.8,31,522.4,7.85551181102362,13.3185039370079,2.39251968503937
65,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,210.4,304.8,41,468.1,8.31870078740158,13.5562992125984,3.08110236220472
66,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,109.0,343.9,31,461.5,8.63503937007874,14.2165354330709,3.05354330708661
67,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,62.7,328.7,31,419.4,7.93960784313725,13.5733333333333,2.30588235294118
68,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,78.7,273.3,41,376.5,8.03740157480315,13.2972440944882,2.77755905511811
69,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,171.4,313.4,41,511.3,9.60413385826772,15.2263779527559,3.98188976377953
70,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,149.5,320.8,31,521.8,7.56870078740158,12.3984251968504,2.73897637795275
71,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,193.7,616.8,31,740.0,8.95559215686274,14.5289607843137,3.38222352941176
72,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,129.1,264.8,41,380.5,8.06791338582677,13.4251968503937,2.71062992125984
73,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,91.8,233.1,41,336.1,8.63318503937008,14.1205984251968,3.14577952755906
74,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,133.7,420.9,31,604.7,9.91791338582677,15.1334645669291,4.70236220472441
75,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,160.1,400.5,31,525.5,9.34607843137255,14.0905882352941,4.60156862745098
76,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,152.3,211.2,41,385.6,10.0600118110236,15.3490354330709,4.77098818897638
77,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,157.3,443.9,31,612.8,7.64074803149606,12.2062992125984,3.0751968503937
78,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,80.0,474.8,31,559.9,7.8494094488189,14.1177165354331,1.58110236220472
79,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,94.8,646.2,31,784.8,7.65379215686275,13.6136470588235,1.69393333333333
80,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,109.2,345.9,31,419.7,7.42263779527559,13.1968503937008,1.64842519685039
81,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,82.7,798.4,31,888.7,7.83681102362205,13.6169291338583,2.05669291338583
82,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,164.7,751.3,31,887.7,7.9065905511811,13.6700157480315,2.14316535433071
83,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,37.0,628.1,31,682.3,7.95531764705882,13.8387333333333,2.07190196078431
84,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,128.3,337.8,31,522.4,7.85551181102362,13.3185039370079,2.39251968503937
85,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,210.4,304.8,41,468.1,8.31870078740158,13.5562992125984,3.08110236220472
86,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,109.0,343.9,31,461.5,8.63503937007874,14.2165354330709,3.05354330708661
87,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,62.7,328.7,31,419.4,7.93960784313725,13.5733333333333,2.30588235294118
88,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,78.7,273.3,41,376.5,8.03740157480315,13.2972440944882,2.77755905511811
89,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,171.4,313.4,41,511.3,9.60413385826772,15.2263779527559,3.98188976377953
90,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,149.5,320.8,31,521.8,7.56870078740158,12.3984251968504,2.73897637795275
91,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,193.7,616.8,31,740.0,8.95559215686274,14.5289607843137,3.38222352941176
92,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,129.1,264.8,41,380.5,8.06791338582677,13.4251968503937,2.71062992125984
93,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,91.8,233.1,41,336.1,8.63318503937008,14.1205984251968,3.14577952755906
94,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,133.7,420.9,31,604.7,9.91791338582677,15.1334645669291,4.70236220472441
95,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,160.1,400.5,31,525.5,9.34607843137255,14.0905882352941,4.60156862745098
96,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,152.3,211.2,41,385.6,10.0600118110236,15.3490354330709,4.77098818897638
97,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,157.3,443.9,31,612.8,7.64074803149606,12.2062992125984,3.0751968503937
98,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,80.0,474.8,31,559.9,7.8494094488189,14.1177165354331,1.58110236220472
99,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.1,0.1,24.64,15.92,94.8,646.2,31,784.8,7.65379215686275,13.6136470588235,1.69393333333333
100,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,122.6,246.5,41,328.7,7.82699212598425,13.3584448818898,2.29553937007874
101,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,119.2,750.8,31,888.9,8.44118503937008,13.7332125984252,3.14915354330709
102,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,141.1,510.9,31,625.2,8.39348031496063,14.0254763779528,2.76148031496063
103,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,38.5,814.0,31,876.1,8.41549019607843,14.0356862745098,2.79529411764706
104,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,133.8,401.7,31,582.3,8.29212598425197,13.4846456692913,3.0996062992126
105,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,307.5,362.7,31,678.4,8.82992913385827,13.6805039370079,3.97935433070866
106,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,179.5,243.5,41,370.0,8.18720472440945,13.9704724409449,2.40393700787402
107,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,87.7,307.7,31,418.3,6.92235294117647,13.2701960784314,0.574509803921569
108,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,78.9,237.6,168,356.9,7.1251968503937,12.9850393700787,1.26535433070866
109,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,150.2,268.5,41,428.5,8.42385826771654,15.0113818897638,1.83633070866142
110,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,142.7,191.5,168,394.7,6.74542913385827,12.2322834645669,1.25857480314961
111,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,202.7,460.3,31,586.1,7.80254901960784,14.0577960784314,1.54730588235294
112,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,151.6,287.9,31,437.4,7.03740157480315,13.2015748031496,0.873228346456693
113,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,56.9,224.1,41,305.0,7.60826771653543,13.9464566929134,1.27007874015748
114,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,115.2,457.5,31,639.0,9.21822834645669,14.7223779527559,3.71407480314961
115,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,212.4,516.0,31,693.0,8.79378039215686,13.7194666666667,3.86809411764706
116,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,148.0,299.6,31,450.8,9.05826771653543,14.6236220472441,3.49291338582677
117,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,111.2,276.2,31,411.3,6.96909448818897,11.7409448818898,2.19724409448819
118,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,59.8,564.6,31,636.4,8.36999606299213,13.6747047244094,3.0652874015748
119,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,123.8,704.6,31,876.9,8.5115568627451,13.4939098039216,3.52920392156863
120,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,122.6,246.5,41,328.7,7.82699212598425,13.3584448818898,2.29553937007874
121,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,119.2,750.8,31,888.9,8.44118503937008,13.7332125984252,3.14915354330709
122,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,141.1,510.9,31,625.2,8.39348031496063,14.0254763779528,2.76148031496063
123,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,38.5,814.0,31,876.1,8.41549019607843,14.0356862745098,2.79529411764706
124,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,133.8,401.7,31,582.3,8.29212598425197,13.4846456692913,3.0996062992126
125,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,307.5,362.7,31,678.4,8.82992913385827,13.6805039370079,3.97935433070866
126,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,179.5,243.5,41,370.0,8.18720472440945,13.9704724409449,2.40393700787402
127,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,87.7,307.7,31,418.3,6.92235294117647,13.2701960784314,0.574509803921569
128,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,78.9,237.6,168,356.9,7.1251968503937,12.9850393700787,1.26535433070866
129,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,150.2,268.5,41,428.5,8.42385826771654,15.0113818897638,1.83633070866142
130,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,142.7,191.5,168,394.7,6.74542913385827,12.2322834645669,1.25857480314961
131,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,202.7,460.3,31,586.1,7.80254901960784,14.0577960784314,1.54730588235294
132,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,151.6,287.9,31,437.4,7.03740157480315,13.2015748031496,0.873228346456693
133,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,56.9,224.1,41,305.0,7.60826771653543,13.9464566929134,1.27007874015748
134,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,115.2,457.5,31,639.0,9.21822834645669,14.7223779527559,3.71407480314961
135,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,212.4,516.0,31,693.0,8.79378039215686,13.7194666666667,3.86809411764706
136,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,148.0,299.6,31,450.8,9.05826771653543,14.6236220472441,3.49291338582677
137,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,111.2,276.2,31,411.3,6.96909448818897,11.7409448818898,2.19724409448819
138,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,59.8,564.6,31,636.4,8.36999606299213,13.6747047244094,3.0652874015748
139,33,31,36,30,22,48,1.39,0.67,1.0,1.1,0.11,0.1,7.7,7.23,123.8,704.6,31,876.9,8.5115568627451,13.4939098039216,3.52920392156863
140,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,122.6,246.5,41,328.7,7.82699212598425,13.3584448818898,2.29553937007874
141,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,119.2,750.8,31,888.9,8.44118503937008,13.7332125984252,3.14915354330709
142,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,141.1,510.9,31,625.2,8.39348031496063,14.0254763779528,2.76148031496063
143,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,38.5,814.0,31,876.1,8.41549019607843,14.0356862745098,2.79529411764706
144,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,133.8,401.7,31,582.3,8.29212598425197,13.4846456692913,3.0996062992126
145,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,307.5,362.7,31,678.4,8.82992913385827,13.6805039370079,3.97935433070866
146,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,179.5,243.5,41,370.0,8.18720472440945,13.9704724409449,2.40393700787402
147,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,87.7,307.7,31,418.3,6.92235294117647,13.2701960784314,0.574509803921569
148,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,78.9,237.6,168,356.9,7.1251968503937,12.9850393700787,1.26535433070866
149,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,150.2,268.5,41,428.5,8.42385826771654,15.0113818897638,1.83633070866142
150,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,142.7,191.5,168,394.7,6.74542913385827,12.2322834645669,1.25857480314961
151,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,202.7,460.3,31,586.1,7.80254901960784,14.0577960784314,1.54730588235294
152,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,151.6,287.9,31,437.4,7.03740157480315,13.2015748031496,0.873228346456693
153,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,56.9,224.1,41,305.0,7.60826771653543,13.9464566929134,1.27007874015748
154,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,115.2,457.5,31,639.0,9.21822834645669,14.7223779527559,3.71407480314961
155,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,212.4,516.0,31,693.0,8.79378039215686,13.7194666666667,3.86809411764706
156,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,148.0,299.6,31,450.8,9.05826771653543,14.6236220472441,3.49291338582677
157,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,111.2,276.2,31,411.3,6.96909448818897,11.7409448818898,2.19724409448819
158,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,59.8,564.6,31,636.4,8.36999606299213,13.6747047244094,3.0652874015748
159,21,28,51,23,26,51,0.91,0.45,1.28,1.23,0.1,0.1,19.91,14.19,123.8,704.6,31,876.9,8.5115568627451,13.4939098039216,3.52920392156863
160,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,122.6,246.5,41,328.7,7.82699212598425,13.3584448818898,2.29553937007874
161,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,119.2,750.8,31,888.9,8.44118503937008,13.7332125984252,3.14915354330709
162,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,141.1,510.9,31,625.2,8.39348031496063,14.0254763779528,2.76148031496063
163,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,38.5,814.0,31,876.1,8.41549019607843,14.0356862745098,2.79529411764706
164,20,24,57,23,21,48,0.91,0.45,1.3,1.5,0.11,0.11,24.64,15.92,133.8,401.7,31,582.3,8.29212598425197,13.4846456692913,3.0996062992126
