a,b,c
1.3744223374529385e-05,-0.0092337068064885,2.052459031782188
1.1335145887992664e-05,-0.0076927037302106,0.6307798143742968
6.355929980106367e-06,-0.0075921780991454,1.781103548369451
7.671679835841161e-06,-0.007646297224813,0.1148978887546641
4.43749742595756e-06,-0.0034756416840993,0.2891935107775788
7.48788082982621e-06,-0.0069258665739297,0.0057464203025132
1.2742623059280866e-05,-0.0099670285308139,0.156963216016609
1.0852094487479036e-05,-0.0081864158867173,-0.7398520000408921
8.854994014373396e-06,-0.0073800856415982,-0.0178328511621996
1.690492570182194e-05,-0.0085372494605359,-1.0119297784440529
5.260483509850818e-06,-0.0051225702962578,0.2068551745107762
9.30406829890984e-06,-0.0078246994609689,0.0669860144466152
-2.217290898998137e-05,0.0061798690507617,-0.6522971164728277
1.1621851535581484e-06,-0.0034354303239518,0.1798187805307931
7.296255581490385e-06,-0.0049302759282068,0.2309336904606488
1.044668544514238e-05,-0.0088841151295648,0.1124347521715563
1.423325734839498e-05,-0.0102280177947189,0.1603671801352651
7.005414606853222e-06,-0.0079426424210946,0.6165602583408623
1.128988281534565e-05,-0.0078944969476404,0.7414254439358711
4.701713441690458e-06,-0.0041010989072962,0.0361310121957288
5.020950824663473e-06,-0.0035126277828438,0.9209686315977902
4.0328818625011416e-06,-0.0030183857100364,0.2720506709416578
1.6513269955274946e-06,-0.002876999633343,0.8388092036858126
1.9011980646480976e-06,-0.0026929433040775,0.0845552489578138
8.612594494250558e-07,-0.0013805809471396,0.1531727307819229
3.049907409694322e-06,-0.0030570926412995,0.0120545029546897
4.623434845338423e-06,-0.0037225462607757,0.0491147155865638
3.714460863930955e-06,-0.0031551869728945,-0.32501305836181
4.127222760330618e-06,-0.0033858294975117,0.0033422826110146
6.18469005675415e-06,-0.0035164735603976,-0.4033889922362974
1.8434559120317216e-06,-0.0020799460529019,0.0703545311686951
3.090388046245174e-06,-0.0028217595212978,0.015947660373251
-9.36405040974364e-06,0.0025992094698706,-0.2668799714246039
2.001433693221699e-06,-0.0023345600397211,0.1730560850287754
2.165598805170532e-06,-0.0018539422189025,0.1191544242430652
4.11823584889337e-06,-0.0036523436536739,0.0465641280321215
4.810657369964082e-06,-0.0039570526109714,0.0588439703285646
2.284659585627402e-06,-0.0030793756529157,0.3112898916450162
4.669377542287911e-06,-0.0033326441890273,0.3971200728392577
8.346995522989786e-06,-0.0074062298491262,0.0716251243871701
9.348385673568773e-06,-0.0063200039833573,1.7352211895106715
6.617704944589242e-06,-0.0051089862863045,0.48133779892157
2.977634999440968e-06,-0.005197086870887,1.6055249687241249
3.87891208564195e-06,-0.0050499577465288,0.2144893285383932
1.4035440103477017e-06,-0.0022377930000974,0.2701157543070406
6.304209431484686e-06,-0.0058669351032183,0.0381732096124739
8.53674918732672e-06,-0.0068095016634621,0.0957174949061058
6.64048386067595e-06,-0.0055177592322754,-0.6337294143629586
7.996085493622296e-06,-0.0063544630121743,0.0169286469194541
1.204583839142792e-05,-0.0066609400550734,-0.7022145013184271
3.756163072296639e-06,-0.0037169037086205,0.079992168521098
5.726548082507499e-06,-0.0050618778364996,0.0300736715150509
-1.7569652456916884e-05,0.0048669567253717,-0.4836742674844498
3.97876259172758e-06,-0.0043914353681722,0.3320297008474397
4.385794295703757e-06,-0.0033560562890475,0.2347513645036188
7.629502561612433e-06,-0.0067644041724965,0.095563941028698
8.208515046570497e-06,-0.0070205759359454,0.1059992701765336
4.154010850146915e-06,-0.005535358564298,0.5685020364852117
9.346006947019704e-06,-0.0063634715394769,0.8181168243177601
1.1514651464983316e-05,-0.0091786484570384,0.0813764223907499
1.2093292482195928e-05,-0.0081203114707757,1.7960739772992564
9.97473551456185e-06,-0.0067657262820255,0.5477184020656989
5.600595561228826e-06,-0.006677264984233,1.5566680202405083
6.727682045922598e-06,-0.0067137149600676,0.0986101965396249
3.911429260816668e-06,-0.0030631152488191,0.2478304730293438
6.642069047546606e-06,-0.0061077640699502,0.0034937304365798
1.1192418900018986e-05,-0.0087557091671663,0.1354961648705518
9.5615541093353e-06,-0.0072040941124497,-0.6540925330678163
7.80170369574229e-06,-0.0064920713415124,-0.0199013384890356
1.4836712793959166e-05,-0.0074953879147999,-0.8909587401709937
4.654301152706708e-06,-0.0045116199995531,0.1782949021623954
8.179872838742774e-06,-0.0068759604811921,0.0549297030528629
-1.947479395214557e-05,0.0054208952782425,-0.5732993288546155
1.0346101709801658e-06,-0.0030213941854777,0.15294105063938
6.431637846433315e-06,-0.0043354672044586,0.1948096684966387
9.19866744808484e-06,-0.0078137437859409,0.0953830601381574
1.2515153003373746e-05,-0.0089936210832956,0.14030621481707
6.150429319052969e-06,-0.0069767792845034,0.5375004796763503
9.940441615174931e-06,-0.0069436944398824,0.645418907333176
4.345109582866914e-06,-0.0035888355466349,-0.0420541045695352
2.181586442717709e-06,-0.0031113744150506,1.180796373450179
4.4994626930972e-06,-0.0030682951530711,1.012341032667225
2.441049533472713e-06,-0.0034385566811773,0.9988170723786776
3.700513428905872e-06,-0.0035727064664912,0.0589698613541227
9.88662259171491e-07,-0.0023313212107887,0.0933972403641263
6.037967348992979e-06,-0.0047070543902125,-0.0135543164674154
4.244203180348016e-06,-0.0045313298767846,-0.0558736805007311
5.522829996015048e-06,-0.0051027781685944,-0.0767402596317579
5.083942159974588e-06,-0.0039809410309436,0.0638410692557906
8.159755534586921e-06,-0.0043205200442009,-0.0375768313087234
4.025107661620453e-06,-0.00292292348229,0.4873400156414494
4.541045313999348e-06,-0.0039927394449434,-0.1106603015299465
5.421136743778236e-06,-0.0050055090581999,-0.082560595832682
7.353351762828808e-06,-0.0047895620331179,0.1050580106478724
3.284865950470284e-06,-0.0026671958958621,-0.0555384441844564
4.057511293176219e-06,-0.0039325774317964,-0.1104996666405093
6.669963902639076e-06,-0.0042916848573029,0.2645402093147976
2.6442889459324785e-06,-0.0035425377418634,0.1284233537623553
4.753724095474254e-06,-0.0034596173955434,0.5640636928166882
5.600186421150788e-06,-0.004544307439513,-0.0690839601819535
1.944400354614295e-06,-0.0036550772323824,1.6852504310051402
5.108671023879019e-06,-0.0035649723188875,1.378458441359779
2.5220978614046104e-06,-0.004030146659292,1.326954133214377
4.737100172082196e-06,-0.0044220285946738,0.1434260358336347
1.1145656159117223e-06,-0.0029700671891523,0.1258256629146612
7.035594981386062e-06,-0.0058320732375725,-0.0112548529299951
5.2251020750127e-06,-0.0057416483828645,-0.0579992306272099
6.605832694406288e-06,-0.0063830652154748,-0.0849916596851978
6.330485564653764e-06,-0.0048696419071454,0.0841297341387305
1.0618636988997764e-05,-0.005449754084229,-0.0661164107755868
4.266911554856724e-06,-0.0032769108888829,0.6561178360214631
5.646828510138455e-06,-0.0050308488997241,-0.1280987697112885
6.224474733093655e-06,-0.0061653537847259,-0.0951765037547392
9.20359039646712e-06,-0.0057821158099324,0.0771308214804947
4.165556065860443e-06,-0.0034420539597379,-0.049370033125458
6.7826492226030766e-06,-0.0057038145532,-0.1145040723127517
8.152038327422029e-06,-0.0052456242785388,0.363221150847672
3.107412100855633e-06,-0.0044116566565937,0.254483279499614
6.118823364915765e-06,-0.0044541622059889,0.9137682646456567
9.173991142197302e-06,-0.0068623958328746,-0.0806920417577321
5.890819632203836e-06,-0.006241924586863,1.553674674737764
8.815325666766682e-06,-0.00573610898922,1.4088395105639662
6.226225985228595e-06,-0.0065359209023203,1.3807912884972848
6.684801403078652e-06,-0.0062579504312383,-0.0527530357672872
4.286857489099738e-06,-0.0044828103275444,0.0708907449320304
1.0588489244178769e-05,-0.0083393018805866,-0.0070288103038778
9.043912213563883e-06,-0.0086739767142358,-0.0510233925964526
1.162460476747602e-05,-0.0097117395536681,-0.0856059219911539
1.0247551576969547e-05,-0.0072941227723068,0.0557223558634801
1.5060806272337857e-05,-0.0077973288581572,-0.0605781906876468
8.046317917842494e-06,-0.0053506500175823,0.627809393764462
9.234984584827188e-06,-0.0075485636078478,-0.1643023800541949
8.965660473703174e-06,-0.0085937986481965,-0.1302997677999833
1.411549251428834e-05,-0.0089253956226913,0.1267276043975254
7.383920899939333e-06,-0.0048950034641581,-0.1413254779444097
8.574412657669228e-06,-0.0074006143359082,-0.173234777043731
1.3817108166169769e-05,-0.008056522873485,0.2179421608726529
6.336859641797865e-06,-0.0064198884095518,0.0125495159832876
1.057291637404501e-05,-0.0068308555601899,0.6042929175338548
9.701512059034911e-06,-0.0068870247896717,0.1874349276792496
9.64064949758814e-06,-0.006197325266639,1.436701011859295
6.972542364658566e-06,-0.0053332914005475,1.4788849912772304
2.629631915846293e-06,-0.0043713467421779,1.0071743366704402
4.378652414871453e-06,-0.005337291928406,0.1210215768163677
6.8652523249612685e-06,-0.0043832024279955,-0.1233148455065311
4.869826192965832e-06,-0.0069856068885927,0.0480322542127819
9.23683097298067e-06,-0.0083653037986481,0.0552770885049554
1.0225862063650636e-05,-0.0082832999940857,0.0463807603542692
1.0478489573140236e-05,-0.0072761172421089,0.0580758863669269
6.846240255769842e-06,-0.0035487106506737,-0.7057866176910685
4.618126132505118e-06,-0.0039448829863208,0.5436314309963719
8.251955819882362e-06,-0.0059474461157935,-0.0068394651218359
2.0439815181516607e-06,-0.0047565926409154,0.151178616351712
1.03217547711143e-05,-0.0073143592928388,0.095451232540211
2.936280127152635e-06,-0.0028719987830974,0.1205214010266826
7.972667779521103e-06,-0.0060294558918334,0.0639223241936347
8.613896977704982e-06,-0.0067697225880931,0.0578862096658931
9.323297183003008e-06,-0.006521651690457,0.1230264140496915
6.708291548473966e-06,-0.0048040076207211,1.041018744908756
1.0365860105969076e-05,-0.0073923059792775,0.210930567679683
9.674996772401911e-06,-0.0064881176302071,1.773149425944897
6.855738978295278e-06,-0.0054828486900817,1.683794080457459
2.121447845837565e-06,-0.0042299729223345,1.0982626580741164
4.932584197314682e-06,-0.005675840447884,0.1289204912086201
7.4450961818656995e-06,-0.0047045336816553,-0.1178072752556151
4.34269965632339e-06,-0.0071190229946151,0.0556710575463517
7.860795137926146e-06,-0.0082013879602467,0.0508909937400797
9.827676889139728e-06,-0.0085091486748781,0.0585824555385833
1.1265878212612518e-05,-0.0079397103744169,0.0868494402969163
8.180399352353263e-06,-0.0037949404798953,-0.8155151935741916
4.98197821086066e-06,-0.004106691288634,0.5711698131973548
8.481936777382515e-06,-0.0062271953901944,0.0073036648398902
1.7496097042140285e-06,-0.0047594062660945,0.1165567261839974
1.0670965332804094e-05,-0.0077821693080357,0.1103353197859156
3.97936858276271e-06,-0.0032513661152067,0.0992121773432547
9.230633620460615e-06,-0.0066758758929563,0.0570246639268743
9.222265308966784e-06,-0.0072818862110156,0.0699341720402982
9.435402416824168e-06,-0.006648245914498,0.1496005272328139
7.381594489788844e-06,-0.005172551836012,1.188262381210417
1.4900973908834964e-05,-0.0099905739254835,0.2523681992381045
1.4995837170017625e-05,-0.0091356701771139,1.4081102704851245
1.1538014957679366e-05,-0.0077685452981524,1.5991841606080164
5.862907568206287e-06,-0.00686747560816,1.1015853903355175
5.412264433291014e-06,-0.0070317537958382,0.1595402932344815
1.093395140328024e-05,-0.0064013646745453,-0.1485135003093853
7.565203810955268e-06,-0.0097939836346601,0.0783990630440332
1.2551486058165471e-05,-0.0114100202063227,0.078948749800675
1.4702706276126245e-05,-0.0116254312162795,0.0799274196921999
1.2924051924101398e-05,-0.0092825317052667,0.0627307491431696
9.524322718501566e-06,-0.005003614095965,-0.994705684245074
7.233934752845952e-06,-0.0057603689574867,0.6995786472325214
1.2699275432903612e-05,-0.0090476461384494,0.0256085110194131
4.376463667243868e-06,-0.0072437738579351,0.1699477570218998
1.5188021537499985e-05,-0.0105323580495089,0.1545923701484147
6.781218445439663e-06,-0.0047696628891578,0.1537843898109026
1.3164578340885136e-05,-0.0091941117333882,0.0934317846126169
1.4391287348688184e-05,-0.0102835605697215,0.1125926668373345
1.5107016078216356e-05,-0.0099289439383507,0.0871198321967881
1.1657997851077797e-05,-0.0073876267807759,1.083975862353347
1.6863261723898404e-05,-0.0112269699824063,0.3958109794560559
1.7539046318883366e-05,-0.0108598097025815,1.948951703882503
1.3576952822840842e-05,-0.0093156490084186,2.143581342151815
7.273301122379117e-06,-0.0083314631214963,1.5426639633079375
6.458514014484607e-06,-0.0081425582370924,0.3134541641840673
1.0421766517110242e-05,-0.0065159312720242,-0.0545644288246272
9.190935101655027e-06,-0.0114119329193675,0.1917642105205349
1.521240686319647e-05,-0.0132909245617394,0.1960981491114566
1.772560942714385e-05,-0.0136193546071172,0.1997369846055826
1.4449713722552993e-05,-0.0103079407139115,0.1679841239928104
1.072199165241816e-05,-0.0059938146715043,-0.8873138377292884
8.817649711723163e-06,-0.0070398059342735,1.0322482731919187
1.3844664063401203e-05,-0.0100352354904508,0.1201811343213421
5.57913537579946e-06,-0.0088483373399066,0.4331621469601491
1.7040963459633857e-05,-0.0117645412965349,0.2777922705401051
8.112967961215745e-06,-0.0060846760203168,0.4843318999705203
1.5285103680318102e-05,-0.0107588290248969,0.3217511546393796
1.631842000122888e-05,-0.0118090749803646,0.2506001903317421
1.728572363578275e-05,-0.0113704419797129,0.2709901386415641
1.375004149928305e-05,-0.0090129951752844,1.5784292534285398
1.0857626064009196e-05,-0.0090736283344139,0.0948168690808676
1.317522028542122e-05,-0.008337747304175,1.8783838254426268
7.719400900815964e-06,-0.0062784573933078,2.258160245852292
2.770035675392357e-06,-0.0051378912546065,1.4694084534036065
5.106777175771407e-06,-0.0064663826295546,0.1803044525757003
5.899294636819806e-06,-0.005482055591101,-0.0790146766641868
6.79186282892541e-06,-0.0087738219382347,0.1087736844288839
6.555313438219723e-06,-0.0088092085598937,-0.871806901783437
1.017204998954302e-05,-0.009397411856304,0.0715637616685016
1.0661418339830142e-05,-0.0097582362382682,0.1623631814446542
1.52558695252214e-05,-0.009073642842303,0.0348968836718209
8.640332469827966e-06,-0.0054401830713177,0.3936082896810818
7.902896865252806e-06,-0.0063291017896696,0.277693976088839
4.930109556844181e-06,-0.0074053527559858,0.0935207928676933
1.0444550825510795e-05,-0.007666641170833,0.4109142996021518
5.909967662698357e-06,-0.0045200095884723,0.1769720883513555
9.189059894998408e-06,-0.0071737921744874,0.071532737131613
1.035330137620064e-05,-0.0084272482152825,0.1032315556566862
1.0199538146235812e-05,-0.007553748193408,0.0555110263122555
7.0271743278782495e-06,-0.0055385275040615,0.2968469766054977
9.995623118917694e-06,-0.0078600818516973,0.086193828865137
1.1390748141160144e-05,-0.0076336517599209,1.257295848745368
9.298168026194986e-06,-0.0064804432051512,1.5096393833531403
4.541585553519134e-06,-0.0054723017868043,1.0442791058935634
4.614567609362297e-06,-0.0055741022208841,0.1349330641969358
5.405173700179233e-06,-0.0050784022901726,-0.0253750343456458
6.3524141108439736e-06,-0.0075641987040557,0.0966639078420819
6.560701297009253e-06,-0.0074797521463605,-0.7554867215239176
8.579802761254918e-06,-0.0078268203423781,0.0513586372379698
8.805562132563338e-06,-0.0076969773206958,0.1067671017904146
1.2703453275769704e-05,-0.007455229475942,0.0182604649991954
6.037520427182327e-06,-0.0044650533211265,0.4282880536549084
8.111141677979994e-06,-0.0060219873117153,0.18273123920452
5.163052404388857e-06,-0.0066847295852381,0.0857499127371271
9.967864278093153e-06,-0.0071513824056439,0.3200585223865015
5.607988698524176e-06,-0.0039618037643095,0.1585712424493758
8.30794890819671e-06,-0.0062872065942734,0.0750799324124047
9.428084010498772e-06,-0.007336490799769,0.0965968055251346
9.553323815413016e-06,-0.0067622526673028,0.0602291397008752
8.290962084910462e-06,-0.0058613572126786,0.2916711810389824
9.280592725869906e-06,-0.0067463173829936,0.0750049634923953
1.0233711102389765e-05,-0.0065469188334921,1.214445262629665
8.24612165206684e-06,-0.0056254746003885,1.4336794401321993
4.108064155183833e-06,-0.0047499109802204,0.9981144441463504
3.28962826068313e-06,-0.0044389682802337,0.1192618643987891
4.532615550806072e-06,-0.0042832473792582,0.0780782638552669
5.887679487948105e-06,-0.0064860238608699,0.084982357823806
5.5502932914119896e-06,-0.006015081465198,-0.6869733657284356
7.83845814844586e-06,-0.0066475781946957,0.0342494820328576
6.778125060116655e-06,-0.00594035194312,0.058980336855844
1.0697830240546937e-05,-0.0061962278032521,0.0348659460768806
5.211244817893146e-06,-0.0039294551432578,0.488573998012483
7.582404198755028e-06,-0.0053733059643838,0.245420541770901
4.643403825888015e-06,-0.0055953802732446,0.0711153780821445
8.325925554427436e-06,-0.0060086520778618,0.3785116077411633
4.326915196584125e-06,-0.0032022021389825,0.2202075508664178
7.153053262931586e-06,-0.0053456535468494,0.150658218498354
7.656248053877768e-06,-0.0059610553212392,0.0854535802173573
7.953628424443712e-06,-0.0056241252463684,0.1091473893930573
7.033455126406832e-06,-0.004990775796797,0.3318063271056989
1.036832404554016e-05,-0.007152070798279,-0.1218617525791032
1.0495001685447763e-05,-0.0072267314411749,0.5881958666665552
6.86202661631251e-06,-0.0056476558935304,0.9722852257694516
6.634056047301027e-06,-0.005569439815262,0.5850875001859153
7.975315137074092e-06,-0.0065664654558496,-1.0023821891359572
9.069274781323249e-06,-0.0068214732607563,-0.2208578004744663
8.71416549363957e-06,-0.0078927510087507,-0.0305821659441669
1.0408290600192236e-05,-0.008726990943674,-0.1314039579083297
1.0707110288721289e-05,-0.0088844486018668,-0.1248724387311399
7.443362708081658e-06,-0.0067120389440762,-0.1257981283237979
1.015312068208818e-05,-0.0051981507531684,-1.0340651423904244
8.989571211315273e-06,-0.0066269213485381,-0.0820689841233481
9.076313710137106e-06,-0.0065748850477135,0.1037890587960914
5.387005857615534e-06,-0.0074535465341019,-0.1463119482488482
1.189695373349231e-05,-0.0088934298035256,-0.0516741285934101
7.927526743611857e-06,-0.004291262302186,0.1737417809455727
1.191837241076854e-05,-0.0083467896045568,-0.0598931558043236
1.2095627403674314e-05,-0.0082274692297257,-0.0865388662957342
3.964822826718617e-06,-0.0050103787271553,-0.0203894199987926
9.066271981716945e-06,-0.0063532243591719,0.4662060949991079
1.4733033920533098e-05,-0.0100684802196269,-0.1491237102179341
1.68813865375468e-05,-0.0110353905142413,1.0415286860907804
1.137224200575826e-05,-0.008815744752344,1.6189271009992496
1.0245197994804851e-05,-0.00830025243717,0.9806615268954731
1.0620029772609438e-05,-0.0088706704931795,-1.554738965475129
1.1934332415738905e-05,-0.0091228668593216,-0.3929465923989977
9.32758505700626e-06,-0.0095655771248657,-0.1547325862126414
1.6813432853202137e-05,-0.0130546273808498,-0.2170744871431782
1.710215534311832e-05,-0.0130883543709359,-0.217846332808332
6.8032713468335615e-06,-0.0079855127599142,-0.227473171668348
1.5063663962089358e-05,-0.0077536410278729,-1.4135890470898165
1.2606496919254084e-05,-0.0092645040321495,-0.1317494850988068
1.376458439839424e-05,-0.0097848608387871,0.2881445316359129
8.627849650943986e-06,-0.0109836912703955,-0.2569196187987599
1.928826250432271e-05,-0.0131591853949474,-0.1156332441846839
7.539506631348836e-06,-0.0050758859228734,0.4280218825824774
1.86613076822457e-05,-0.0122368818070157,-0.1113443846865539
1.570105696913071e-05,-0.0108014330799117,-0.2135291400684922
4.790380840224984e-06,-0.0069306050700823,0.0764964106022705
1.384587850328245e-05,-0.0094577501480284,0.8742137601246422
7.643716396610323e-06,-0.0061103053244282,0.0928927491201563
6.800747943743485e-06,-0.0047990761690253,0.191842115422768
6.119607064360365e-06,-0.0045755317875177,0.9675687332465784
2.478118237356053e-06,-0.0040291486318627,0.9060683939775512
5.574645606687412e-06,-0.0056013247254531,0.1040834690732022
9.267662167911084e-06,-0.0067308982434612,0.0586650065685729
4.595077340185938e-06,-0.0059391122391088,0.1159991848640032
3.954424123597811e-06,-0.0057745363033585,0.0301721011270056
5.939413004973915e-06,-0.0062070327507934,0.0448844457827333
1.0905038894029398e-05,-0.0070265729536302,0.1158076010403579
1.062963721065735e-05,-0.0065617389637551,0.0443127242573146
8.442991754953333e-06,-0.0052095125042193,0.2633606067778737
7.449767990497236e-06,-0.0059069553127504,0.3048675414145676
2.570574469729081e-06,-0.0054313888991279,0.0858491162908398
8.36492525179755e-06,-0.0064600553156027,0.1205349535777743
6.2883376199574265e-06,-0.0038587633932993,0.3656889106402095
7.573415297890129e-06,-0.0052065358015183,0.0887661853461602
8.077731202704719e-06,-0.0057402754949864,0.0660254943540293
2.0030429846995546e-06,-0.003322213875285,0.3781414631426203
6.26008402870859e-06,-0.0046671592030718,0.5903579770788354
8.378950613978565e-06,-0.0059325918613315,0.0796197493651478
5.650023606083041e-06,-0.0041610897766162,0.2708434719314375
5.887631775114421e-06,-0.0043454485723288,1.1538139774507523
