,a,b,c,d
225,-9.327390567484e-09,6.133328608786463e-06,-0.003646024123184,0.145030480608423
226,3.325096792736687e-08,-1.0855660489769594e-05,-0.0034223722381782,-0.0797175991754442
227,-6.738219166507568e-09,9.268503360701833e-06,-0.0063484302007186,-0.039353317215977
228,4.0770667952827475e-09,4.159308287565722e-06,-0.0060159221832836,-0.0962736688623489
229,-1.5034434207765635e-08,1.4420021559185854e-05,-0.0059591888539421,0.1150851825050349
230,-9.835436687311017e-09,1.5910763195625677e-05,-0.0061625292362881,-0.0458655378241097
231,1.708711983259467e-09,3.347509594217472e-06,-0.0031530803313145,0.6525996478756695
232,-1.6677871152330082e-08,1.4620644156967156e-05,-0.0062394959371673,-0.0937595309935683
233,4.180860625421706e-09,3.9748906791026845e-06,-0.0058623663726582,-0.1037847718862406
234,-8.070295288811135e-09,1.3545951680653684e-05,-0.006366970936176,0.0937473183779388
235,-1.1963582514509398e-08,1.0602767452491322e-05,-0.0043090559716963,-0.0247373762397031
236,-1.385994874425478e-09,7.528407862222863e-06,-0.0058042578110488,-0.1116503460790616
237,-9.376567232065007e-09,1.3197261734262113e-05,-0.0059251450740116,0.3825272229833107
238,-5.9328112355698635e-09,6.667512481076281e-06,-0.0049459108745518,0.2709004788694205
239,6.416344984271528e-09,2.6663985258572605e-06,-0.0039891690342022,0.9005572024002735
240,8.677574991899917e-09,4.504872834321105e-06,-0.0062335311709547,-0.0985589035688807
241,-9.555904067807651e-09,1.1625028331420309e-05,-0.0071024411094327,1.5801176506355614
242,-1.3118527014114644e-08,1.587397491860668e-05,-0.0066868099852722,1.4358501656670923
243,-6.829163012866957e-09,1.067420196487756e-05,-0.0072529172851996,1.4038824412589443
244,1.91510572964562e-08,-3.619754413968264e-06,-0.0048700714214778,-0.0921844858865713
245,-2.4272256965987885e-08,1.73469630367874e-05,-0.0062418232442112,0.1208665949632925
246,4.309388257350832e-08,-1.2598915769990173e-05,-0.0052162838775671,-0.0957578217763033
247,4.131183173328168e-10,8.796012134215658e-06,-0.008636775014059,-0.0521665723748911
248,1.5668336406093886e-08,2.2225102996875634e-06,-0.0083007937414256,-0.1289631453856696
249,-2.4743801674276256e-08,2.356137990577878e-05,-0.0090873085997653,0.1066691044220924
250,-1.0520024934988702e-08,2.0721286845802523e-05,-0.0085597161792564,-0.0389177712127628
251,-9.505740560057866e-09,1.3161045237672384e-05,-0.0060395320097903,0.6473814295277143
252,-2.173388032068917e-08,2.0929272979617225e-05,-0.0091236201433695,-0.1195529698713396
253,5.0250207092413605e-09,6.261861370627351e-06,-0.008229634800755,-0.1406461397060555
254,2.507123005362398e-09,1.2766491864699792e-05,-0.0087437041754619,0.1215655138277905
255,-2.9439197129717405e-08,2.322418748922604e-05,-0.0070284650450657,-0.0807110536469573
256,-5.949617687406317e-09,1.1775707179029204e-05,-0.0078317838327832,-0.1609846859059718
257,-9.762288948600844e-09,1.906987570809705e-05,-0.0087639969329243,0.238042420982048
258,-1.4396014602624518e-08,1.4975472016010016e-05,-0.0077162605735741,0.0523859813487591
259,9.357155941677383e-09,5.538137617795675e-06,-0.0061527415302641,0.585026814068173
260,1.0562887453602345e-08,4.017968852854104e-06,-0.0061215313201408,0.1656862626391053
261,-1.2366353484913284e-08,1.629457880552965e-05,-0.0070935161578992,1.462162963459147
262,1.1693325641104481e-08,6.807475171344279e-07,-0.0044858749834104,1.4548087888740668
263,-9.80169738103454e-09,9.013681408952445e-06,-0.0054004306375575,1.0403163918862672
264,3.150740171816672e-08,-1.2574447215831714e-05,-0.0030539473625998,0.0561487817569334
265,-5.009576420152794e-08,3.382014028818056e-05,-0.0080136475116184,-0.0201691684047821
266,2.9908307206669733e-08,-1.3077243323737222e-05,-0.0042923408196802,-0.034729630012642
267,4.0174627427166925e-08,-1.2379818684901418e-05,-0.0054538444747985,-0.0274412667437016
268,3.089619082867265e-08,-6.3983651827096575e-06,-0.0060442498851617,-0.0172335728110452
269,-3.5549072947049283e-09,1.2391268583990611e-05,-0.0075337417161888,0.0653953323838754
270,-3.066992706457708e-08,2.334872231644715e-05,-0.0057713633745433,-0.6426381560822229
271,-3.0131905850147594e-09,6.23942516774653e-06,-0.0041632492090876,0.5498355000267164
272,-1.3131222997841974e-08,1.5317436439121757e-05,-0.0068990672090105,0.0201973323730207
273,-1.449403785252433e-08,1.1484249998398196e-05,-0.0062783271202873,0.2001866788607893
274,6.086446902031639e-09,7.046837354418578e-06,-0.0068732739017731,0.0829194229420366
275,-1.854918533896283e-08,1.2916988506963145e-05,-0.0042162601226428,0.1587136182573059
276,9.135165880618787e-10,7.481134433607614e-06,-0.005963253242638,0.0620414204121519
277,9.718163385130651e-09,3.3848721259222003e-06,-0.0060654463713059,0.0378768069172247
278,-9.620457618904462e-09,1.4499749925054628e-05,-0.0072188472143672,0.1428346474265985
279,-2.2609228598202582e-09,7.924820039328142e-06,-0.0049678569437927,1.0456739181103862
280,1.2589675579963232e-08,3.5917685154599367e-06,-0.0064799309180276,0.1850088028674689
281,-6.8771733889031545e-09,1.3375378266312748e-05,-0.006986507083859,1.7873093201320278
282,1.3567918122348033e-08,-4.4471258653366885e-07,-0.0044995803751084,1.655858149145501
283,-7.52003817703947e-09,7.0194052159578046e-06,-0.0050195045603908,1.1236898378111644
284,2.7260969315633303e-08,-9.73564946684249e-06,-0.0037002352422071,0.0727909717080748
285,-5.123132273965325e-08,3.501099124825213e-05,-0.0084172729036058,-0.0123235109126225
286,3.523135004624046e-08,-1.6798566716748627e-05,-0.003946412809395,-0.0418206835532471
287,4.3273735383024466e-08,-1.542338291642752e-05,-0.005065335957029,-0.0382083328610688
288,4.184930263168543e-08,-1.2690060658164129e-05,-0.0054763254395402,-0.0275840076194092
289,1.1064421934214865e-08,5.312475722885068e-06,-0.0071378706495437,0.0640681304264274
290,-5.074589689656844e-08,3.5485102529006054e-05,-0.0074725007970038,-0.7110309097388117
291,-5.713841619876721e-09,8.056409031686926e-06,-0.0045207739730524,0.5829344422091105
292,-9.124571986873777e-09,1.3391569980703013e-05,-0.0068884541200964,0.0260908903696642
293,-1.4184050657639857e-08,1.0987977238752033e-05,-0.0062485951478481,0.1645166471493109
294,1.7595597090469542e-08,1.2033517675646976e-06,-0.0065070146821299,0.0741065173301426
295,-2.8997112502095413e-08,1.9581764004612143e-05,-0.0053527898088828,0.1589163645473293
296,-8.755498028944181e-10,9.701738355749956e-06,-0.0067393271134622,0.05882739693947
297,1.3391283748553915e-08,2.0168550044497024e-06,-0.0063114186272839,0.0423619262323383
298,-8.287124885521319e-09,1.3894432515107369e-05,-0.0072488146730339,0.1666634681699679
299,-1.0972893704774831e-09,7.972010115153694e-06,-0.005252072570697,1.1905216721664391
300,1.3493201723459031e-08,7.640724508881508e-06,-0.009012720227149,0.2245861009368162
301,-1.4560931062931148e-08,2.283059671132341e-05,-0.0101909023283825,1.43809079166981
302,8.0610971556614e-09,7.200602863589393e-06,-0.0071843567544308,1.5825866022138262
303,-1.606176982201847e-08,1.632427252321302e-05,-0.008553806863733,1.1558943575899263
304,6.06104789691031e-08,-2.720024665059384e-05,-0.002639306307282,0.0347451365561283
305,-7.332169338347684e-08,5.038595039419391e-05,-0.011714995271411,0.0024536752112644
306,4.7383721701755385e-08,-2.0868332832557404e-05,-0.0055270430345953,-0.052720563359023
307,5.4067571062912946e-08,-1.654050103419049e-05,-0.0074917378384048,-0.03237476107986
308,4.8232565941219725e-08,-1.1249655795131376e-05,-0.0081300123007985,-0.0193819870472387
309,-9.237883347168465e-09,1.7894654197436743e-05,-0.0099520020984569,0.0817512777996788
310,-3.3094438442177846e-08,2.733135486996888e-05,-0.0074019714141783,-0.9265652257349212
311,-6.996476597793775e-09,1.0998509318722897e-05,-0.0062674042996881,0.7139841817991129
312,-1.0795265669490936e-08,1.8507853837698587e-05,-0.009829980109519,0.0478356381749895
