,a,b,c,d
0,1.9114208782422537e-06,2.1453354198786023e-05,-0.7044274168315983,49.56623044637578
1,-1.8939422889665087e-06,0.0016806824894813,-0.8789250105609003,309.72787441999446
2,-1.169702170011888e-06,0.001699628011415,-0.7893531427488079,277.730934087963
3,-9.702284484713886e-07,0.0010942104068847,-0.8305605705825903,281.98425613437536
4,2.600984976619536e-06,-0.0006507235453749,-0.5764777830331995,75.95968179584212
5,-1.967942479419449e-06,0.0014368708177953,-0.705184561248333,82.7117783068583
6,3.1867442968902537e-06,-0.0002618541823795,-0.8658989095324359,49.75451782991335
7,-1.456538718747069e-06,0.0018693766261492,-1.1482654912811427,52.08468883324855
8,-3.763041700466374e-08,0.001244564367787,-1.1373466523092826,42.63672746075007
9,-2.7501874209079347e-06,0.0026558069167127,-1.1023779056825944,76.19150385992837
10,-6.507064043148603e-07,0.0020234147798333,-0.993211199205316,51.07008992825499
11,-1.6008813867873783e-06,0.0017189474647213,-0.7214339852243525,159.98138081268675
12,-2.2268517858581305e-06,0.0021817729838115,-1.0206810255802448,46.12517369373532
13,-7.023693993080116e-07,0.0015684945402942,-1.146556936279035,42.06215017039499
14,-1.159166392650235e-06,0.0021852694334684,-1.1365053955606186,78.68200574437142
15,-2.6812450466540128e-06,0.002178987743253,-0.7922119540029433,52.73468769365601
16,-5.314940467737728e-07,0.0012582923929331,-0.9275930481685756,36.34765709255669
17,-9.85945005194111e-07,0.0020694467771118,-1.0556925683933305,112.51973564194073
18,-9.299967309583934e-07,0.001134504916741,-0.8554919143490591,94.73374333105458
19,3.673935599080025e-07,0.0008199763177803,-0.734455132096806,179.12051241330795
20,1.5229614849232576e-06,0.0002859475208635,-0.7588816982735063,47.11739498991955
21,-1.9459749935890613e-06,0.0016696950713646,-0.8953135022556666,361.6078303380345
22,-1.7178872686596236e-06,0.0019294964859003,-0.7956249884974125,312.29969087819404
23,-1.0993267254288952e-06,0.0011615214479167,-0.8526618563668449,310.6520733794521
24,2.292166911721516e-06,-0.0004247559902648,-0.6205999864676133,90.52995168358092
25,-2.1559825489347872e-06,0.0015467532819132,-0.742596709111865,86.45946952967606
26,3.852992339958838e-06,-0.0006597679839523,-0.8371705691511915,48.80842378849435
27,-1.1182196590908688e-06,0.0016756959054866,-1.1572983108210857,52.01971874134522
28,7.340387845333751e-07,0.0007763782441519,-1.1069966968660716,41.6067357592588
29,-3.1939112572554995e-06,0.002916129808636,-1.1385509964990992,79.26391149566129
30,-1.4831877648280312e-06,0.0026390977458609,-1.1122973289184794,51.79953235065544
31,-5.244173815199815e-07,0.0010450665770684,-0.5974220474360314,171.12216376471244
32,-2.5939941377117748e-06,0.0024350017799623,-1.088121519722005,48.19220083368792
33,2.283529981772503e-07,0.0010313413248445,-1.1038037572559811,40.71493818053064
34,-1.6396295035026045e-06,0.0024433001899725,-1.15585513617747,73.4998764106525
35,-2.6204145109343102e-06,0.002201449428649,-0.8247206772301907,55.057361025407936
36,-3.843670970393731e-07,0.0014878513090141,-1.0783905463257994,39.60537242228145
37,-1.6571123178099612e-06,0.0024433437310422,-1.1136499641076432,122.45549624245848
38,-1.4520292181963157e-06,0.0014453975302777,-0.9322310148731006,115.35490849386596
39,5.650340142437926e-07,0.0007996332473949,-0.7742650742734278,223.32982889889956
40,2.285433274962223e-06,-9.26775540741609e-05,-0.7104582765070875,48.45221750431051
41,-1.5429841861980265e-06,0.0017858944354715,-0.971626918100298,254.52648191123683
42,-1.4004369055520272e-06,0.0020533554497448,-0.8900184535978959,238.8194245911603
43,-9.669332062332131e-07,0.001328339134901,-0.884851484069981,242.2253497598296
44,3.685088099225631e-06,-0.0013086124314205,-0.4619950213707424,54.13072372921355
45,-2.685131382577575e-06,0.0020169660038053,-0.7559239036246539,72.64890746175192
46,3.5336317695255914e-06,-0.0003222857270488,-0.8884708638973993,51.21746537935397
47,1.0780659809306314e-08,0.0012331840488741,-1.1296131622139165,53.36285013561538
48,1.788106214206664e-06,0.0004224288789742,-1.0860552453350056,43.2829661715633
49,-3.318806327312629e-06,0.0031588353527994,-1.2051482643370188,72.1468499957454
50,-1.2956715083056736e-06,0.0024449504362615,-1.0430982993891007,52.83535081125422
51,-1.2945171670164513e-06,0.0015428925440936,-0.6725774523624779,137.22393248976942
52,-1.99035541537107e-06,0.0022150856299814,-1.0657444296215202,46.99616696105194
53,4.455842735895388e-07,0.000934852054684,-1.0721669330983272,41.58289693745216
54,-5.669063218860516e-08,0.0018205308201956,-1.161597097496967,72.11773013913013
55,-3.73424220190266e-06,0.0029352011731806,-0.8861478701443124,49.623946065342565
56,-6.778911203486615e-07,0.0015190694007402,-1.0068529567714246,39.05646554843706
57,-1.0133770210166447e-06,0.0023718880712702,-1.1384835489827023,86.04158853424846
58,-1.3695924727432352e-06,0.0015753949062167,-0.9077013284128704,69.28057499940168
59,1.319225006790603e-06,0.0004093131200199,-0.6886713182403399,131.61953914746272
60,1.9106246980094e-06,1.998592856555792e-05,-0.7053429221726408,49.35448892700714
61,-1.8851972272138084e-06,0.0016749066889819,-0.8793419636120385,308.8594103885159
62,-1.1600150200408166e-06,0.0016939045340016,-0.7901738844301389,276.84766609202205
