,a,b,c
0,0.0009022728295243,0.1971315381333755,2.156932267410213
1,0.0006982812466401,0.2537057791678628,257.95661392723173
2,0.0008037296168039,0.3660018555032004,224.4640049618327
3,0.000682705723954,0.2127763070685663,232.58095001073235
4,0.0007652428117288,0.2321172460800254,31.79091613735692
5,0.0003869067938853,0.4371077610139308,39.046298939117584
6,0.0014232963594845,-0.0921012521301225,2.881360066196164
7,0.001006339537365,-0.0196924017787205,-2.048739522418072
8,0.0013782598296478,-0.1747385177672344,4.110036572472804
9,0.0013146595783329,0.031371733369066,33.70881102346673
10,0.0016905877372214,0.0527352034968431,-0.2067718463130006
11,0.0008737827447267,0.3949140402817179,107.33356128975508
12,0.0009981769043798,0.1393132473637635,1.6694469630044364
13,0.0013253320991136,-0.1617255346536193,3.595846819317548
14,0.0015747920334567,-0.05316948251487,26.498207322022864
15,0.0007489812240704,0.4038248653098363,-2.9710563054500465
16,0.0011100990005104,0.046243088089366,-1.804607298239497
17,0.0013852979816345,0.0592517153153576,59.32345308410443
18,0.0005883172621477,0.2644878070113852,40.73165720813121
19,0.0009024596113365,0.3066698009648962,127.6285559499473
20,0.0009574735278998,0.1701277667803881,-1.094716689611643
21,0.0006561205345533,0.241224313267967,310.02644774996486
22,0.0007361196905188,0.4032179065615169,258.24761827922606
23,0.0006644574814677,0.2102281040040716,261.18192447754166
24,0.0008199287066235,0.2191080327235453,46.02837288285465
25,0.0003904724148093,0.4229273848077648,42.73668448066985
26,0.0013774404424452,-0.1021707132223491,3.472896571762503
27,0.0010067393610408,-0.049715857025453,-0.947762935722508
28,0.0013620698755291,-0.2046089007958171,5.541481493025829
29,0.0013215961369631,0.0368629392434737,36.21968648029153
30,0.0018431204920928,0.0040315261858214,-0.9567072011063568
31,0.0007685018959692,0.449841721628319,121.04062179568542
32,0.0010414559037943,0.1088601424096998,3.355502122063987
33,0.0012739472732351,-0.1759722833949722,4.518785404573853
34,0.0015560475030833,-0.026446624138916,20.530644972026376
35,0.0007882187870082,0.3771100491611768,-0.2593109973540171
36,0.0014023185006479,-0.1060427648254591,2.144925128252268
37,0.0013807734823817,0.0588474081954679,68.22474118912336
38,0.0005733520677779,0.2430720929299659,60.39664318329056
39,0.0009731851321677,0.262733296470567,172.93333784119045
40,0.000992548065109,0.1658172239766817,1.908496041861892
41,0.0010181676903089,0.1296600917261651,203.46860823539703
42,0.0010417445162612,0.2762252699445217,184.8133916831272
43,0.0009316738965908,0.1481927408450826,192.53193742687404
44,0.0007128757943819,0.2531807631757536,12.02839862405113
45,0.0006080285801516,0.4210309965731654,27.31792628362764
46,0.0015795702929483,-0.1579510562480424,5.099272463047788
47,0.0012824913359976,-0.1525050865260979,3.29420765645885
48,0.0016870270902685,-0.3092340512257179,9.816033245292587
49,0.001557613797965,-0.0546233205349708,28.559912404428268
50,0.0018162707824863,0.0233676850136246,0.4855053497996329
51,0.0009134632895368,0.3957152456470102,85.29486134278
52,0.0012176320014958,0.0474451943885425,3.1551998896567937
53,0.0013620938639311,-0.1986670122181733,5.5778228949263085
54,0.0018570717368848,-0.1876342007648705,22.432111819096097
55,0.00100144864692,0.353376599138287,-7.91349316977453
56,0.0013601837870291,-0.0562439975765296,0.8408906923101434
57,0.0017416468896463,-0.0564268019548594,33.00435442192572
58,0.0008328315588177,0.2143926413880299,14.209752698371126
59,0.0010886350821742,0.2395867093232471,82.23949009804825
60,0.0009005969121677,0.195910099528977,1.9521836827905004
61,0.000697365095077,0.2523201412853647,257.0947603991156
62,0.0008023575326819,0.3643686698405217,223.57274420954016
63,0.0006815902785939,0.211709213503512,231.7575147666469
64,0.0007636703525801,0.230839427349451,31.54988654143221
65,0.0003858160246989,0.4357252950907275,38.71826486699055
66,0.0014228110059824,-0.0945068100159924,2.967050054103611
67,0.0010064858030356,-0.0218620319380325,-1.9471703214133127
