,a,b,c
0,4.467601253721476e-06,-0.0035887550393336,0.2279603285866006
1,2.3291270495606757e-06,-0.0030243562713658,1.2979284858519358
2,4.554984224448854e-06,-0.0030000710806704,1.172927845561469
3,1.962497503427111e-06,-0.0031010378054449,1.187142618177589
4,3.199207944337701e-06,-0.003261848427315,0.3466945524168082
5,1.626662961773384e-06,-0.0024016952209371,0.3353440082362835
6,6.179567940689523e-06,-0.0046704330932203,0.2398795612436066
7,4.24165395462861e-06,-0.0043319780613531,0.2046602108635061
8,5.230314390398958e-06,-0.0048416754489548,0.181744012164935
9,5.010166116647952e-06,-0.0038455053346888,0.3001646373148828
10,7.1358877431828505e-06,-0.0040340973731961,0.2121604142193535
11,3.637777188122998e-06,-0.0025745939905673,0.6674885044465416
12,4.179864139877696e-06,-0.0036554865781704,0.1767458590156567
13,5.086282471698402e-06,-0.0046740278612479,0.1733172349868651
14,6.642083071439764e-06,-0.0044799170201228,0.324983467287712
15,3.155532917187287e-06,-0.0025530463408067,0.2014153293007654
16,4.154166114636995e-06,-0.0037924176732776,0.1503717235798146
17,6.535172968267123e-06,-0.0041854326037669,0.4703369845409546
18,2.443892652581603e-06,-0.0032844517558667,0.3925627802883445
19,4.3622152203770526e-06,-0.0032524774676367,0.7667150666593349
20,6.310530492833715e-06,-0.0049557714718228,0.286444797518225
21,2.853147932913025e-06,-0.0041013807864236,2.0297946379313845
22,5.725940335432611e-06,-0.0038253235384277,1.7595645459293037
23,2.538229677440107e-06,-0.0042022775289634,1.749147803336028
24,4.599713178121689e-06,-0.0044809753327865,0.5425257643424228
25,2.2113073973040187e-06,-0.0033429527766957,0.4674555805433048
26,8.04156650957566e-06,-0.0063582286827432,0.323212030790203
27,5.716661347194767e-06,-0.0060164157115912,0.278417403649376
28,6.9209511086914825e-06,-0.0066804913711793,0.2486821364105033
29,6.8422175728555246e-06,-0.0051764262575899,0.4147336003135644
30,1.0467330505914418e-05,-0.0057176319504426,0.2772879150875075
31,4.343646464066708e-06,-0.0031856278739879,0.9686653268982112
32,5.906898869589838e-06,-0.0051234939652518,0.2440627302637484
33,6.564093087276972e-06,-0.0063779750914738,0.2343772796901035
34,8.90051692861012e-06,-0.0059111538131987,0.3996795580602057
35,4.52203176346978e-06,-0.0036213901337968,0.28312281898314
36,7.303343918074745e-06,-0.0059875338370951,0.2212958522134221
37,8.840278160615611e-06,-0.0056616473399373,0.6783156193054025
38,3.2768059747834144e-06,-0.0045676051801553,0.6342144987051941
39,6.281950928378148e-06,-0.0046430090511537,1.2792497809993313
40,1.3069293634315748e-05,-0.0100701245083179,0.611197842309362
41,9.890310155684218e-06,-0.0095727253501255,2.8766819830792856
